Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
Top 5,5,2,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Foul,,,0,-0.385432601,0.613476878
Top 5,5,2,0,2,'0-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Ball,,,0,0.505022245,1.111442101
Top 5,5,2,1,2,'1-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Curveball,Ball,,,0,-0.172497747,-0.244555507
Top 5,5,2,2,2,'2-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Single,Ground Ball,Straightaway,0,0.408233674,0.705408919
Top 5,5,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,1.18,Davis Llewellyn,Charlie Hughes,R,R,Fastball,Popout,Pop Up,Pull,100,-0.230570889,0.789679957
Bottom 5,5,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Breaking Ball,Called Strike,,,0,-0.133782319,0.50622283
Bottom 5,5,0,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Breaking Ball,Foul,,,0,-0.133782319,0.820323971
Bottom 5,5,0,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Breaking Ball,Single,Ground Ball,Pull,0,0.175941106,0.490900823
Bottom 5,5,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Fastball,Called Strike,,,100,-0.675798312,0.713069922
Bottom 5,5,0,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,1.04,Flynn Matheson,Gavin McLean,R,R,Breaking Ball,Groundout,Ground Ball,Pull,100,-0.327359459,-0.144962462
Bottom 5,5,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Fastball,Foul,,,100,0.137225678,0.598154871
Bottom 5,5,1,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Fastball,Ball,,,100,-1.295245161,0.314697744
Bottom 5,5,1,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Breaking Ball,Ball,,,100,-0.269286317,-0.25221651
Bottom 5,5,1,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Fastball,Groundout,Ground Ball,Pull,100,0.505022245,0.215104699
Bottom 5,5,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Fastball,Ball,,,100,-0.288644031,1.149747118
Bottom 5,5,2,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,,Truncated Out,,,100,,
Top 6,6,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Ball,,,0,0.137225678,-0.160284469
Top 6,6,0,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Called Strike,,,0,0.311445104,0.460256809
Top 6,6,0,1,1,'1-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Ball,,,0,-0.559652027,1.279984177
Top 6,6,0,2,1,'2-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Ball,,,0,-0.501578885,1.096120094
Top 6,6,0,3,1,'3-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Foul,,,0,0.040437108,0.820323971
Top 6,6,0,3,2,'3-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Popout,Pop Up,Straightaway,0,0.408233674,0.827984974
Top 6,6,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Preston Vieira,Charlie Hughes,R,R,Curveball,Ball,,,0,0.601810815,-0.213911493
Top 6,6,1,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Preston Vieira,Charlie Hughes,R,R,Fastball,Popout,Pop Up,Pull,0,-0.133782319,0.77435795
Top 6,6,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Ball,,,0,0.756672527,0.77435795
Top 6,6,2,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Called Strike,,,0,-0.288644031,0.958222032
Top 6,6,2,1,1,'1-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Curveball,Ball,,,0,1.647127373,-0.336487548
Top 6,6,2,2,1,'2-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Foul,,,0,0.175941106,0.559849854
Top 6,6,2,2,2,'2-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Ball,,,0,0.117867964,1.211035146
Top 6,6,2,3,2,'3-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Single,Ground Ball,Pull,0,0.582453101,0.498561826
Top 6,6,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Fastball,Ball,,,0,1.550338802,0.812662967
Top 6,6,2,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Fastball,Ball,,,0,-0.153140033,1.126764108
Top 6,6,2,2,0,'2-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Fastball,Swinging Strike,,,0,0.00172168,1.073137084
Top 6,6,2,2,1,'2-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Fastball,Flyout,Fly Ball,Straightaway,0,0.272729676,0.52920584
Bottom 6,6,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Breaking Ball,Called Strike,,,0,0.330802818,0.490900823
Bottom 6,6,0,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Breaking Ball,Swinging Strike,,,0,-0.211213175,-0.236894503
Bottom 6,6,0,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Fastball,Ball,,,0,-0.308001745,1.111442101
Bottom 6,6,0,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Fastball,Foul,,,0,-0.656440598,0.375985771
Bottom 6,6,0,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Fastball,Strikeout Looking,,,0,0.679241671,0.169138679
Bottom 6,6,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Called Strike,,,0,-0.172497747,0.55218885
Bottom 6,6,1,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Fastball,Swinging Strike,,,0,0.446949103,0.659442898
Bottom 6,6,1,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Fastball,Foul,,,0,-0.617725169,0.559849854
Bottom 6,6,1,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Fastball,Strikeout Looking,,,0,0.737314813,-0.137301459
Bottom 6,6,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Fastball,Ball,,,0,0.524379959,-0.198589486
Bottom 6,6,2,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Offspeed,Ball,,,0,-1.411391445,0.146155668
Bottom 6,6,2,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Fastball,Called Strike,,,0,-0.598367455,0.79734096
Bottom 6,6,2,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Offspeed,Ball,,,0,-0.695156026,-0.313504538
Bottom 6,6,2,3,1,'3-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Fastball,Walk,,,0,1.10511138,-0.213911493
Bottom 6,6,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Fastball,Ball,,,100,-1.19845659,0.850967984
Bottom 6,6,2,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Fastball,Ball,,,100,-1.121025734,0.621137881
Bottom 6,6,2,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Breaking Ball,Ball,,,10,-0.346717173,-0.259877514
Bottom 6,6,2,3,0,'3-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Breaking Ball,Walk,,,10,-0.017636034,-0.290521528
Bottom 6,6,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Called Strike,,,110,-0.114424605,-0.060691424
Bottom 6,6,2,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Single,Line Drive,Straightaway,110,0.427591388,0.513883833
Bottom 6,6,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Fastball,Called Strike,,,10,0.892176525,0.77435795
Bottom 6,6,2,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Swinging Strike,,,10,-0.540294313,0.444934802
Bottom 6,6,2,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Fastball,Foul,,,10,-0.617725169,0.207443696
Bottom 6,6,2,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Fastball,Ball,,,10,1.530981088,0.207443696
Bottom 6,6,2,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Strikeout Looking,,,10,0.659883957,0.176799682
Top 7,7,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Fastball,Called Strike,,,0,0.505022245,0.467917813
Top 7,7,0,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Fastball,Single,Ground Ball,Pull,0,0.19529882,0.253409716
Top 7,7,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Charlie Hughes,R,R,Fastball,Flyout,Fly Ball,Straightaway,100,0.350160532,0.827984974
